!;' <P>;XY;!;XY
Müllers;m ' Y l . 6 s;NN;müll er s;NN SFX INFL
Müllsäcke;m ' Y l . z E k . @;NN;müll säck e;NN NN INFL
Mülltonne;m ' Y l . t O n . @;NN;müll tonne;NN NN
Mütter;m ' Y t . 6;NN;mütter;NN
NICHT;n ' I C t;NN;nicht;NN
Na;n ' a;ITJ;na;ITJ
Nach;n ' a: x;APPO;nach;ADP
Nachbar;n ' a x . b a: r;NN;nachbar;NN
Nachbaren;n ' a x . b a: . r @ n;NN;nachbar en;NN INFL
Nachbarfenster;n ' a x . b a: r . f E n s . t 6;NN;nachbar fenster;NN NN
Nachbarfensterbank;n ' a x . b a: r . f E n s . t 6 . b a N k;NN;nachbar fenster bank;NN NN NN
Nachbarin;n ' a x . b a: . r I n;NN;nachbar in;NN SFX
Nachbarins;n ' a x . b a: . r I n s;NN;nachbar in s;NN SFX INFL
Nachbarn;n ' a x . b a: r n;NN;nachbar n;NN INFL
Nachbars;n ' a x . b a: r s;NN;nachbar s;NN INFL
Nachbarschaft;n ' a x . b a: r . S a f t;NN;nachbar schaft;NN SFX
Nachbarscheibe;n ' a x . b a: r . S aI . b @;NN;nachbar scheibe;NN NN
Nachbarsfenster;n ' a x . b a: r s . f E n s . t 6;NN;nachbar s fenster;NN FG NN
Nachdem;n a: x . d ' e: m;KOUS;nachdem;KOUS
Nachdenken;n ' a: x . d E N . k @ n;NN;nach denk en;PTKVZ V INFL
Nachher;n ' a: x . h e:6;NN;nachher;NN
Nachmittag;n ' a: x . m I t . a: k;NN;nach mit tag;PTKVZ ADP NN
Nachmittags;n ' a: x . m I t . a: k s;NN;nach mit tag s;PTKVZ ADP NN INFL
Nachricht;n ' a: x . r I C t;NN;nach richt;PTKVZ V
Nachrichten;n ' a: x . r I C . t @ n;NN;nach richt en;PTKVZ V INFL
Nacht;n ' a x t;NN;nacht;NN
Nachteil;n ' a: x . t aI l;NN;nach teil;PTKVZ V
Naja;n a . j ' a:;NN;naja;NN
Name;n ' a: . m @;NN;name;NN
Namen;n ' a: . m @ n;NN;name n;NN INFL
Nanu;n a: . n ' u:;NN;nanu;NN
Napf;n ' a p f;NN;napf;NN
Napfen;n ' a p . f @ n;NN;napf en;NN INFL
Nase;n ' a: . z @;NN;nase;NN
Nasen;n ' a: . z @ n;NN;nase n;NN INFL
Nasenkuss;n ' a: . z @ n . k U s;NN;nase n kuss;NN FG NN
Nasenküsschen;n ' a: . z @ n . k Y s . C @ n;NN;nase n küss chen;NN FG NN SFX
Nasenspitze;n ' a: . z @ n . S p I t . s @;NN;nase n spitz e;NN FG ADJ INFL
Nasenstupser;n ' a: . z @ n . S t U p . s 6;NN;nase n stups er;NN FG NN INFL
Nasenverstopfung;n ' a: . z @ n . f E6 . S t O p . f U N;NN;nase n ver stopf ung;NN FG PRFX V SFX
Nasse;n ' a s . @;NN;nass e;ADJ INFL
Nassen;n ' a s . @ n;NN;nass en;ADJ INFL
Natürlich;n a . t ' y:6 . l I C;ADV;natür lich;NN SFX
Neben;n ' e: . b @ n;APPR;neben;ADP
Nebenstuhl;n ' e: . b @ n . S t u: l;NN;neben stuhl;ADP NN
Neeeeein;n ' a: I n;NN;neeeeein;NN
Nein;n ' aI n;PTKANT;nein;PTKANT
Netteste;n ' E t . @ s . t @;NN;nett est e;ADJ KOMP INFL
Neu;n ' OY;ADJD;neu;ADJ
Neuen;n ' OY . @ n;ADJA;neu en;ADJ INFL
Neues;n ' OY . @ s;NN;neu es;ADJ INFL
Neuigkeiten;n ' OY . I C . k aI . t @ n;NN;neu ig keit en;ADJ SFX SFX INFL
Neulich;n ' OY . l I C;NN;neulich;NN
Nicht;n ' I C t;PTKNEG;nicht;PTKNEG
Nichts;n ' I C t s;PIS;nichts;PI
Nickerchen;n ' I k . 6 . C @ n;NN;nick er chen;V SFX SFX
Nicklars;n ' I k . l a r s;NN;nicklars;NN
Nicklas;n ' I k . l a s;NN;nick las;V V
Nicko;n ' I k . o;NN;nicko;NN
Nico;n ' i: . k o;NN;nico;NN
Niemand;n ' i: . m a n t;PIS;niemand;PI
Niemanden;n ' i: . m a n . d @ n;NN;niemanden;NN
Nierenkerken;n ' i: . r @ n . k E 6 . k @ n;NN;nierenkerken;NN
Niki;n ' i . k i:;NN;niki;NN
Niklas;n ' I k . l a s;NN;niklas;NN
Niko;n ' i: . k o;NN;niko;NN
Nikolars;n ' i: . k o . l a: r s;NN;nikolars;NN
Nikolas;n ' I . k o . l a s;NN;nikolas;NN
Nilo;n ' i: . l o;NN;nilo;NN
Nimm;n ' I m;VVIMP;nimm;V
Nimmst;n ' I m s t;NN;nimmst;NN
Nina;n ' i: . n a;NN;nina;NN
Noah;n ' o: . a;NN;noah;NN
Noch;n ' O x;ADV;noch;ADV
Nochmals;n ' O x . m a: l s;NN;nochmals;NN
Norbat;n ' O 6 . b a t;NN;norbat;NN
Nordpark;n ' O6 t . p a r k;NN;nord park;PRFX NN
Notfall;n ' o: t . f a l;NN;not fall;NN NN
Nr;n ' U m . 6;NN;nr;NN
Nr.;n ' U m . 6;SPELL;nr.;SPELL
Nr2;n ' U m . 6 . t s v aI;CARD;nr2;CARD
Nummer;n ' U m . 6;NN;nummer;NN
Nun;n ' u: n;ADV;nun;ADV
Nur;n ' u:6;ADV;nur;ADV
Nächste;n ' E: C s . t @;NN;näch st e;ADJ KOMP INFL
Nächsten;n ' E: C s . t @ n;NN;näch st en;ADJ KOMP INFL
Nähe;n ' E: . @;NN;näh e;ADJ INFL
Nämlich;n ' E: m . l I C;ADV;nämlich;ADV
Nö;n ' 2:;NN;nö;NN
O;? ' o:;SPELL;o;SPELL
O.k.;? ' o . k e:;NN;o.k.;NN
OK;? o . k ' e:;PTKANT;ok;PTKANT
Ob;? ' O p;KOUS;ob;KOUS
Obwohl;? O p . v ' o: l;KOUS;obwohl;KOUS
Och;? ' O x;NN;och;NN
Oh;? ' o:;ITJ;oh;ITJ
Ohh;? ' o:;NN;ohh;NN
Ohhhh;? ' o:;NN;ohhhh;NN
Ohne;? ' o: . n @;APPR;ohne;ADP
Ohnmacht;? ' o: n . m a x t;NN;ohnmacht;NN
Ohr;? ' o:6;NN;ohr;NN
Ohren;? ' o: . r @ n;NN;ohr en;NN INFL
Oje;? o . j ' e:;NN;oje;NN
Ok;? o . k ' e:;PTKANT;ok;PTKANT
Okay;? o . k ' e:;PTKANT;okay;PTKANT
Ol;? ' o: l;NN;ol;NN
OlIXOIII;? o . l I k . s ' OY . I;NN;olixoiii;NN
Oma;? ' o: . m a;NN;oma;NN
Onkel;? ' O N . k @ l;NN;onkel;NN
Ooh;? ' o:;NN;ooh;NN
Ooo;? ' o:;NN;ooo;NN
Oooh;? ' o:;NN;oooh;NN
Ooooohhh;? ' o:;NN;ooooohhh;NN
Opa;? ' o: . p a;NN;opa;NN
Opi;? ' o: . p i;NN;opi;NN
Ordnung;? ' O6 t . n U N;NN;ordn ung;V SFX
Ort;? ' O6 t;NN;ort;NN
Otto;? ' O t . o;NE;otto;NE
Ouu;? ' aU . U;NN;ouu;NN
P.S.;p ' e: . ? E s;NN;p.s.;NN
PENG;p ' E N;NN;peng;NN
PLZ;p ' e: . ? E l . t s E t;NN;plz;NN
PS;p ' e: . ? E s;NE;ps;NE
Paar;p ' a: r;NN;paar;NN
Paket;p a . k ' e: t;NN;paket;NN
Palkowitz;p ' a: l . k o . v I t s;NN;palkowitz;NN
Panik;p ' a: . n I k;NN;panik;NN
Pannen;p ' a n . @ n;NN;panne n;NN INFL
Papa;p ' a . p a;NN;papa;NN
Papier;p a p . ' i:6;NN;papier;NN
Pappkartons;p a p . k ' a r . t O N s;NN;pappkartons;NN
Park;p ' a r k;NN;park;NN
Party;p ' a: r . t i;NN;party;NN
Pass;p ' a s;NN;pass;NN
Passt;p ' a s t;NN;passt;NN
Past;p ' a s t;NN;past;NN
Patrick;p ' a t . r I k;NN;patrick;NN
Paul;p ' aU l;NE;paul;NE
Pause;p ' aU . z @;NN;pause;NN
Pazarlik;p a t . s ' a r . l I k;NN;pazarlik;NN
Pazifist;p a t . s i . f ' I s t;NN;pazif ist;ADJ SFX
Pech;p ' E C;NN;pech;NN
Peng;p ' E N;NN;peng;NN
Person;p E6 . z ' o: n;NN;person;NN
Personen;p E6 . z ' o: . n @ n;NN;person en;NN INFL
Peter;p ' e: . t 6;NE;peter;NE
Pfefferminz;p f ' E f . 6 . m I n t s;NN;pfefferminz;NN
Pfote;p f ' o: . t @;NN;pfote;NN
Pfoten;p f ' o: . t @ n;NN;pfote n;NN INFL
Pfötchen;p f ' 2: t . C @ n;NN;pfötchen;NN
Pickels;p ' I k . @ l s;NN;pickel s;NN INFL
Piepsen;p ' i: p . s @ n;NN;pieps en;V INFL
Piesa;p ' i: . z a;NN;piesa;NN
Pillepalle;p ' I l . @ . p a l . @;NN;pillepalle;NN
Pinckeponk;p ' I n . k @ . p O N k;NN;pinckeponk;NN
Pinke-Pane;p ' I N . k @ . p a: . n @;NN;pinke - pane;NN MFG NN
Pinkepang;p ' I N . k @ . p a N;NN;pinkepang;NN
Pinkepank;p ' I N . k @ . p a N k;NN;pinkepank;NN
Pinkepanke;p ' I N . k @ . p a N . k @;NN;pinkepanke;NN
Pinsel;p ' I n . z @ l;NN;pinsel;NN
Pistole;p I s . t ' o: . l @;NN;pistole;NN
Plakat;p l a . k ' a: t;NN;plakat;NN
Plakate;p l a . k ' a: . t @;NN;plakat e;NN INFL
Plakaten;p l a . k ' a: . t @ n;NN;plakat en;NN INFL
Plakats;p l a . k ' a: t s;NN;plakat s;NN INFL
Plan;p l ' a: n;NN;plan;NN
Planton;p l ' a n . t O n;NN;plan ton;NN NN
Platsch;p l ' a t S;NN;platsch;NN
Platz;p l ' a t s;NN;platz;NN
Platzen;p l ' a t . s @ n;NN;platz en;NN INFL
Plätze;p l ' E t . s @;NN;plätz e;NN INFL
Plätzen;p l ' E t . s @ n;NN;plätz en;NN INFL
Plötzlich;p l ' 9 t s . l I C;ADJD;plötzlich;ADJ
Plüschbär;p l ' y: S . b E6;NN;plüschbär;NN
Po;p ' o:;NN;po;NN
Pock;p ' O k;NN;pock;NN
Polizei;p o . l i . t s ' aI;NN;polizei;NN
Popo;p ' o . p o;NN;popo;NN
Portionen;p O 6 . t s j ' o: . n @ n;NN;portion en;NN INFL
Portmonee;p ' O6 t . m O . n e:;NN;portmonee;NN
Portz;p ' O6 t s;NN;portz;NN
Posch;p ' O S;NN;posch;NN
Posss;p ' O s;NN;posss;NN
Poster;p ' o: s . t 6;NN;post er;NN INFL
Posters;p ' o: s . t 6 s;NN;post er s;NN SFX INFL
Prima;p r ' i: . m a;NN;prima;NN
Prinzessin;p r I n . t s ' E s . I n;NN;prinz ess in;NN V SFX
Probeflug;p r ' o: . b @ . f l u: k;NN;pro be flug;ADP PRFX NN
Problem;p r o . b l ' e: m;NN;problem;NN
Probleme;p r o . b l ' e: . m @;NN;problem e;NN INFL
Projektwoche;p r o . j ' E k t . v O . x @;NN;projekt woche;NN NN
Prokop;p r ' o: . k O p;NN;prokop;NN
Psch;p S;NN;psch;NN
Pscht;p S t;NN;pscht;NN
Pssst;p s t;ITJ;pssst;ITJ
Ptts;p ' e: . t e: . t e: . ? E s;NN;ptts;NN
Puh;p ' u:;NN;puh;NN
Pulle;p ' U l . @;NN;pulle;NN
Pulli;p ' U l . i;NN;pulli;NN
Pult;p ' U l t;NN;pult;NN
Pumm;p ' U m;NN;pumm;NN
Puppenhaus;p ' U p . @ n . h aU s;NN;puppe n haus;NN FG NN
Pupu;p ' u: . p u;NN;pupu;NN
Puste;p ' u: s . t @;NN;pust e;V INFL
Putzen;p ' U t . s @ n;NN;putz en;NN INFL
Pyramide;p y . r a . m ' i: . d @;NN;pyramide;NN
Pätrick;p ' E . t r I k;NN;pätrick;NN
Quark;k v ' a r k;NN;quark;NN
RUCKSACK;r ' U k . z a k;NN;ruck sack;NN NN
Rabe;r ' a: . b @;NN;rabe;NN
Rad;r ' a: t;NN;rad;NN
Rakete;r a k . ' e: . t @;NN;rakete;NN
Ralf;r ' a l f;NE;ralf;NE
Ranzen;r ' a n . t s @ n;NN;ranzen;NN
Rasse;r ' a s . @;NN;rasse;NN
Rassel;r ' a s . @ l;NN;rassel;NN
Rate;r ' a: . t @;NN;rat e;NN INFL
Ratsek;r a: t . z ' e: k;NN;ratsek;NN
Ratten;r ' a t . @ n;NN;ratte n;NN INFL
Rattern;r ' a t . 6 n;NN;ratter n;V INFL
Raum;r ' aU m;NN;raum;NN
Rechenaufgabe;r ' E . C @ n . ? aU f . g a: . b @;NN;rechen auf gab e;NN PRFX V INFL
Rechenbuch;r ' E . C @ n . b u: x;NN;rechen buch;NN NN
Rechenheft;r ' E . C @ n . h E f t;NN;rechen heft;NN NN
Rechenunterricht;r ' E . C @ n . ? U n . t 6 . r I C t;NN;rechen unter richt;NN PRFX V
Rechnen;r ' E C . n @ n;NN;rechn en;V INFL
Recht;r ' E C t;NN;recht;NN
Regal;r e . g ' a: l;NN;regal;NN
Regeln;r ' e: . g @ l n;NN;regel n;NN INFL
Regenjacke;r ' e: . g @ n . j a k . @;NN;reg en jacke;V FG NN
Regenschirme;r ' e: . g @ n . S I6 . m @;NN;reg en schirm e;V FG NN INFL
Reinigung;r ' aI . n I . g U N;NN;rein igung;ADJ SFX
Reise;r ' aI . z @;NN;reise;NN
Reisen;r ' aI . z @ n;NN;reise n;NN INFL
Renn;r ' E n;NN;renn;NN
Rennen;r ' E n . @ n;NN;renn en;V INFL
Reparatur;r e . p a . r a . t ' u:6;NN;reparatur;NN
Rest;r ' E s t;NN;rest;NN
Retriever;r i . t r ' i: . v 6;NN;retriever;NN
Richter;r ' I C . t 6;NE;richter;NE
Richtung;r ' I C . t U N;NN;richt ung;V SFX
Rico;r ' i: . k o;NN;rico;NN
Rieder;r ' i: . d 6;NN;ried er;NN INFL
Rief;r ' i: f;NN;rief;NN
Riesenhunger;r ' i: . z @ n . h U N . 6;NN;riese n hunger;NN FG NN
Riesenlolli;r ' i: . z @ n . l O l . i;NN;riesenlolli;NN
Riesenlollipop;r ' i: . z @ n . l O l . i: . p O p;NN;riesenlollipop;NN
Riesenschreck;r ' i: . z @ n . S r E k;NN;riese n schreck;NN FG NN
Riss;r ' I s;NN;riss;NN
Risse;r ' I s . @;NN;riss e;NN INFL
Robert;r ' o: . b E 6 t;NE;robert;NE
Rockneh;r ' O k . n e:;NN;rockneh;NN
Rohr;r ' o:6;NN;rohr;NN
Rolle;r ' O l . @;NN;roll e;V INFL
Ronaldo;r o . n ' a l . d o;NN;ronaldo;NN
Rose;r ' o: . z @;NN;rose;NN
Rosenblatt;r ' o: . z @ n . b l a t;NN;rose n blatt;NN FG NN
Rot;r ' o: t;NN;rot;NN
Rowdy;r ' aU . d i;NN;rowdy;NN
Ruck;r ' U k;NN;ruck;NN
Rucksack;r ' U k . z a k;NN;ruck sack;NN NN
Ruft;r ' u: f t;NN;ruft;NN
Ruhe;r ' u: . @;NN;ruh e;V INFL
Ruhig;r ' u: . I C;NN;ruhig;NN
Runde;r ' U n . d @;NN;rund e;ADJ INFL
Rutsche;r ' U t . S @;NN;rutsch e;V INFL
Rätsel;r ' E: t . s @ l;NN;rätsel;NN
Räuber;r ' OY . b 6;NN;räuber;NN
Räum;r ' OY m;NN;räum;NN
Rücken;r ' Y k . @ n;NN;rück en;V INFL
Rückkehr;r ' Y k . k e:6;NN;rück kehr;PTKVZ V
SCHNELL;S n ' E l;NN;schnell;NN
SO;z ' o:;NN;so;NN
SPRANG;S p r ' a N;NN;sprang;NN
Sabrina;z a . b r ' i: . n a;NN;sabrina;NN
Sache;z ' a . x @;NN;sach e;NN INFL
Sachen;z ' a . x @ n;NN;sach en;NN INFL
Sack;z ' a k;NN;sack;NN
Sag;z ' a: k;VVIMP;sag;V
Sags;z ' a: k s;NN;sag s;V INFL
Sagt;z ' a: k t;NN;sagt;NN
Sagte;z ' a: k . t @;NN;sagte;NN
Sah;z ' a:;NN;sah;NN
Sahar;z a . h ' a: r;NN;sahar;NN
Salto;z ' a l . t o;NN;salto;NN
Sammelbüro;z ' a m . @ l . b y . r o:;NN;sammel büro;V NN
Sammelstation;z ' a m . @ l . S t a . t s j . o: n;NN;sammel station;V NN
Sammer;z ' a m . 6;NN;sammer;NN
Samstag;z ' a m s . t a: k;NN;samstag;NN
Samstagmorgen;z a m s . t a: k . m ' O6 . g @ n;NN;samstag morgen;NN NN
Sandwich;s ' E n t . v I t S;NN;sand wich;NN V
Sarah;z ' a: . r a;NN;sarah;NN
Satz;z ' a t s;NN;satz;NN
Sauerei;z aU . @ . r ' aI;NN;sau er ei;NN SFX SFX
Saugbeutel;z ' aU k . b OY . t @ l;NN;saug beutel;V NN
Saugen;z ' aU . g @ n;NN;saug en;V INFL
Saugstauben;z ' aU k . S t aU . b @ n;NN;saug s taub en;V FG ADJ INFL
Saugstauber;z ' aU k . S t aU . b 6;NN;saug s taub er;V FG ADJ INFL
Saugstaubersack;z ' aU k . S t aU . b 6 . z a k;NN;saug s taub er sack;V FG ADJ KOMP NN
Saw;s ' O:;NN;saw;NN
Saw-Puppe;s ' O: . p U p . @;NN;saw - puppe;NN MFG NN
Saß;z ' a: s;NN;saß;NN
Sch;S;NN;sch;NN
Schachtel;S ' a x . t @ l;CARD;schachtel;CARD
Schade;S ' a: . d @;NN;schad e;V INFL
Schaden;S ' a: . d @ n;NN;schad en;V INFL
Schadenersatz;S ' a: . d @ n . ? E6 . z a t s;NN;schad en er satz;V FG PRFX NN
Schal;S ' a: l;NN;schal;NN
Schale;S ' a: . l @;NN;schal e;ADJ INFL
Schalter;S ' a l . t 6;NN;schalt er;V SFX
Scharniere;S a: r . n ' i: . r @;NN;schar niere;V NN
Schau;S ' aU;NN;schau;NN
Schaubek;S ' aU . b @ k;NN;schaubek;NN
Schauen;S ' aU . @ n;NN;schau en;NN INFL
Schaukeln;S ' aU . k @ l n;NN;schaukel n;NN INFL
Scheibe;S ' aI . b @;NN;scheibe;NN
Scheiben;S ' aI . b @ n;NN;scheibe n;NN INFL
Scheibenkleister;S ' aI . b @ n . k l aI s . t 6;NN;scheibe n kleister;NN FG NN
Scheiße;S ' aI . s @;NN;scheiß e;V INFL
Scherben;S ' E6 . b @ n;NN;scherbe n;NN INFL
Scherz;S ' E6 t s;NN;scherz;NN
Schicksal;S ' I k . z a: l;NN;schicksal;NN
Schilder;S ' I l . d 6;NN;schild er;NN INFL
Schiller;S ' I l . 6;NE;schiller;NE
Schlafen;S l ' a: . f @ n;NN;schlaf en;NN INFL
Schlafsachen;S l ' a: f . z a . x @ n;NN;schlaf sach en;NN NN INFL
Schlafzimmer;S l ' a: f . t s I m . 6;NN;schlaf zimmer;NN NN
Schlamm;S l ' a m;NN;schlamm;NN
Schlauberger;S l ' aU . b E6 . g 6;NN;schlau berg er;ADJ NN INFL
Schlecht;S l ' E C t;ADJD;schlecht;ADJ
Schließlich;S l ' i: s . l I C;ADV;schließ lich;V SFX
Schlimmes;S l ' I m . @ s;NN;schlimm es;ADJ INFL
Schlimmste;S l ' I m s . t @;NN;schlimm st e;ADJ KOMP INFL
Schling;S l ' I N;NN;schling;NN
Schlitz;S l ' I t s;NN;schlitz;NN
Schluck;S l ' U k;NN;schluck;NN
Schluss;S l ' U s;NN;schluss;NN
Schläfchen;S l ' E: f . C @ n;NN;schläf chen;V SFX
Schlüssel;S l ' Y s . @ l;NN;schlüssel;NN
Schmeckt;S m ' E k t;VVFIN;schmeck t;V INFL
Schmerz;S m ' E6 t s;NN;schmerz;NN
Schmied;S m ' i: t;NN;schmied;NN
Schmit;S m ' I t;NN;schmit;NN
Schmitz;S m ' I t s;NN;schmitz;NN
Schmutz;S m ' U t s;NN;schmutz;NN
Schnauze;S n ' aU . t s @;NN;schnauz e;V INFL
Schneider;S n ' aI . d 6;NE;schneid er;NN SFX
Schneien;S n ' aI . @ n;NN;schnei en;V INFL
Schnell;S n ' E l;ADJD;schnell;ADJ
Schnur;S n ' u:6;NN;schnur;NN
Schock;S ' O k;NN;schock;NN
Schokokugel;S ' o . k o . k u: . g @ l;NN;schoko kugel;NN NN
Schokolade;S o . k o . l ' a: . d @;NN;schoko lad e;NN V INFL
Schokoladeneis;S o . k o . l ' a: . d @ n . ? aI s;NN;schoko lad en eis;NN V FG NN
Schokoticket;S ' o . k o . t I k . @ t;NN;schoko ticket;NN NN
Schon;S ' o: n;ADV;schon;ADV
Schone;S ' o: . n @;NN;schon e;V INFL
Schraube;S r ' aU . b @;NN;schraub e;V INFL
Schraubtmaschine;S r ' aU p t . m a . S i: . n @;NN;schraubtmaschine;NN
Schreck;S r ' E k;NN;schreck;NN
Schrecken;S r ' E k . @ n;NN;schreck en;NN INFL
Schreckliches;S r ' E k . l I . C @ s;NN;schreck lich es;NN SFX INFL
Schreibbuch;S r ' aI p . b u: x;NN;schreib buch;V NN
Schreibtisch;S r ' aI p . t I S;NN;schreib tisch;V NN
Schritt;S r ' I t;NN;schritt;NN
Schritte;S r ' I t . @;NN;schritt e;NN INFL
Schrock;S r ' O k;NN;schrock;NN
Schrottplatz;S r ' O t . p l a t s;NN;schrott platz;NN NN
Schubach;S ' u: . b a x;NN;schubach;NN
Schubs;S ' U p s;NN;schub s;NN INFL
Schubser;S ' U p . s 6;NN;schubs er;NN INFL
Schuh;S ' u:;NN;schuh;NN
Schulaufgaben;S ' u: l . ? aU f . g a: . b @ n;NN;schul auf gab en;V PRFX V INFL
Schulbus;S ' u: l . b U s;NN;schul bus;V NN
Schuld;S ' U l t;NN;schuld;NN
Schule;S ' u: . l @;NN;schul e;V INFL
Schulen;S ' u: . l @ n;NN;schul en;V INFL
Schulfreunde;S ' u: l . f r OY n . d @;NN;schul freund e;V NN INFL
Schulgebäude;S ' u: l . g @ . b OY . d @;NN;schul gebäude;V NN
Schulgelände;S ' u: l . g @ . l E n . d @;NN;schul ge länd e;V PRFX NN INFL
Schulglocke;S ' u: l . g l O k . @;NN;schul glocke;V NN
Schulhof;S ' u: l . h o: f;NN;schulhof;NN
Schulhund;S ' u: l . h U n t;NN;schulhund;NN
Schulklasse;S ' u: l . k l a s . @;NN;schul klasse;V NN
Schulklingel;S ' u: l . k l I N . @ l;NN;schul klingel;V NN
Schulmaskottchen;S ' u: l . m a s . k O t . C @ n;NN;schulmaskottchen;NN
Schulprojekt;S ' u: l . p r o . j E k t;NN;schul projekt;V NN
Schulstraße;S ' u: l . S t r a: . s @;NN;schul straße;V NN
Schultag;S ' u: l . t a: k;NN;schul tag;V NN
Schultasche;S ' u: l . t a . S @;NN;schul tasche;V NN
Schultaschen;S ' u: l . t a . S @ n;NN;schul tasche n;V NN INFL
Schulweg;S ' u: l . v e: k;NN;schul weg;V NN
Schulwände;S ' u: l . v E n . d @;NN;schul wänd e;V NN INFL
Schulze;S ' U l . t s @;NE;schulze;NE
Schulzeit;S ' u: l . t s aI t;NN;schul zeit;V NN
Schups;S ' U p s;NN;schups;NN
Schutz;S ' U t s;NN;schutz;NN
Schwanz;S v ' a n t s;NN;schwanz;NN
Schwebebahn;S v ' e: . b @ . b a: n;NN;schweb e bahn;V FG NN
Schwein;S v ' aI n;NN;schwein;NN
Schweinestall;S v ' aI . n @ . S t a l;NN;schwein e stall;NN FG NN
Schwester;S v ' E s . t 6;NN;schwester;NN
Schwierigkeiten;S v ' i: . r I C . k aI . t @ n;NN;schwier ig keit en;ADJ SFX SFX INFL
Schwimmbad;S v ' I m . b a: t;NN;schwimm bad;V NN
Schwimmen;S v ' I m . @ n;NN;schwimm en;V INFL
Schwimmsachen;S v ' I m . z a . x @ n;NN;schwimm sach en;V NN INFL
Schwimmwettbewerb;S v ' I m . v E t . b @ . v E6 p;NN;schwimm wett be werb;V V PRFX V
Schwingung;S v ' I N . U N;NN;schwing ung;V SFX
Schwung;S v ' U N;NN;schwung;NN
Schönes;S ' 2: . n @ s;NN;schön es;ADJ INFL
Schönste;S ' 2: n s . t @;NN;schön st e;ADJ KOMP INFL
Schöntraud;S ' 2: n . t r aU t;NN;schöntraud;NN
Schüler;S ' y: . l 6;NN;schül er;NN INFL
Schülerin;S ' y: . l @ . r I n;NN;schül er in;NN SFX SFX
Schülern;S ' y: . l 6 n;NN;schül er n;NN SFX INFL
Schüssel;S ' Y s . @ l;NN;schüssel;NN
See;z ' e:;NN;see;NN
Seerose;z ' e: . r o: . z @;NN;see rose;NN NN
Seerosenblatt;z ' e: . r o: . z @ n . b l a t;NN;see rose n blatt;NN NN FG NN
Sehe;z ' e: . @;NN;seh e;V INFL
Sehen;z ' e: . @ n;VVFIN;seh en;V INFL
Sei;z ' aI;VAFIN;sei;V
Seife;z ' aI . f @;NN;seife;NN
Seil;z ' aI l;NN;seil;NN
Seilbahn;z ' aI l . b a: n;NN;seil bahn;NN NN
Seilbahnbahn;z ' aI l . b a: n . b a: n;NN;seil bahn bahn;NN NN NN
Seilbahnkabine;z ' aI l . b a: n . k a . b i: . n @;NN;seil bahn kabine;NN NN NN
Seilbahnmaschine;z ' aI l . b a: n . m a . S i: . n @;NN;seil bahn maschine;NN NN NN
Seilbahnspielzeug;z ' aI l . b a: n . S p i: l . t s OY k;NN;seil bahn spiel zeug;NN NN NN NN
Seile;z ' aI . l @;NN;seil e;NN INFL
Seilen;z ' aI . l @ n;NN;seil en;NN INFL
Seilende;z ' aI l . ? E n . d @;NN;seil end e;NN SFX INFL
Seilkabine;z ' aI l . k a . b i: . n @;NN;seil kabine;NN NN
Seilknoten;z ' aI l . k n o: . t @ n;NN;seil knot en;NN V INFL
Seilrolle;z ' aI l . r O l . @;NN;seil roll e;NN V INFL
Seils;z ' aI l s;NN;seil s;NN INFL
Seilstrick;z ' aI l . S t r I k;NN;seil s trick;NN FG NN
Seilstück;z ' aI l . S t Y k;NN;seil stück;NN NN
Sein;z ' aI n;PPOSAT;sein;PPOS
Seine;z ' aI . n @;PPOSAT;sein e;PPOS INFL
Seit;z ' aI t;APPR;seit;ADP
Seite;z ' aI . t @;NN;seite;NN
Seitentasche;z ' aI . t @ n . t a . S @;NN;seit ent asche;ADP PRFX NN
Sekunde;z e . k ' U n . d @;NN;sekunde;NN
Sekunden;z e . k ' U n . d @ n;NN;sekunde n;NN INFL
Sessel;z ' E s . @ l;NN;sessel;NN
Shit;S ' I t;NN;shit;NN
Sicher;z ' I . C 6;ADV;sicher;ADV
Sicherheit;z ' I . C 6 . h aI t;NN;sicher heit;V SFX
Sicht;z ' I C t;NN;sicht;NN
Sie;z ' i:;PPER;sie;PPER
Siebenberg;z ' i: . b @ n . b E:6 k;CARD;siebenberg;CARD
Siehst;z ' i: s t;VVFIN;sieh st;V INFL
Sieht;z ' i: t;VVFIN;sieh t;V INFL
Simon;z ' i: . m O n;NE;simon;NE
Sims;s ' I m s;NN;sims;NN
Simson;z ' I m . z O n;NN;simson;NN
Sina;z ' i: . n a;NN;sina;NN
Sind;z ' I n t;VAFIN;sind;V
Sinn;z ' I n;NN;sinn;NN
Sitz;z ' I t s;NN;sitz;NN
Sitzen;z ' I t . s @ n;NN;sitz en;NN INFL
Sitzplatz;z ' I t s . p l a t s;NN;sitz platz;NN NN
Smilie;s m ' aI . l i:;NN;smilie;NN
So;z ' o:;ADV;so;ADV
Socken;z ' O k . @ n;NN;socke n;NN INFL
Sofort;z o . f ' O6 t;ADV;so fort;ADV PTKVZ
Sogar;z o . g ' a:6;ADV;sog ar;NN SFX
Soll;z ' O l;VMFIN;soll;V
Sollen;z ' O l . @ n;VMFIN;soll en;V INFL
Sommer;z ' O m . 6;NN;sommer;NN
Sommerferien;z ' O m . 6 . f e:6 . j @ n;NN;sommer ferien;NN NN
Sommermorgen;z ' O m . 6 . m O6 . g @ n;NN;sommer morgen;NN NN
